index,checkpoint,best_acc,con_poster_mean_prob,con_poster_prob,opt_poster_mean_prob,opt_poster_prob,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15
0,7,0.39996152259999995,0.413228543611,0.422924039328,0.381587116568,0.510952701818,0.2555168767000001,0.28972767629999996,0.3330079367999999,0.365158075,0.3827434088,0.39074137570000006,0.39541161020000004,0.3977172563999999,0.3989458145,0.3994632307999999,0.3997928687000001,0.39995105420000004,0.39991091439999993,0.39994648740000005,0.39996152259999995
1,7,0.8644746539,0.854609913804,0.853512482454,0.884159981542,0.869094590555,0.7385007580999999,0.7973243646,0.8187666043,0.8310126778,0.8408844994,0.8472455755999999,0.8518973813999999,0.8557289965,0.8582129983,0.8599890017,0.8614768678,0.862581237,0.8632752456,0.8640815015000001,0.8644746539
2,7,0.8884267459,0.905322762504,0.874985214766,0.893293356488,0.896297722447,0.6968813660000001,0.7991878896000001,0.8314760996999999,0.8493859574,0.8604757141,0.8674624657000001,0.873043301,0.8762207736000001,0.8791434991999999,0.8816270635,0.8835152364000001,0.8847461398,0.8859276520999999,0.8873425963,0.8884267459
3,7,0.8289353539,0.848088207916,0.83897352603,0.850814707331,0.876906318395,0.7531719292,0.7752422337,0.7841156816,0.7911432078,0.8067492389,0.8155744095,0.820577028,0.8238543217000001,0.8254011631000001,0.8268172796,0.8276081785,0.8281323809000001,0.828576128,0.8287727213,0.8289353539
4,7,0.8655735761,0.876906318395,0.876906318395,0.876906318395,0.876906318395,0.7058538981,0.7738959463,0.8029880285,0.821533763,0.8318855291999999,0.8392128268,0.8450272110000001,0.850619429,0.8541317099,0.8561947564,0.8592593667999999,0.8609228547,0.8627814338,0.8643872484,0.8655735761
5,7,0.7903968215,0.876906318395,0.876906318395,0.876906318395,0.876906318395,0.6701719935999999,0.7097298563,0.7267407762,0.7342061038,0.7533767301000001,0.7638404543,0.772937762,0.7785036358,0.7826739272,0.7852022407,0.7871558492,0.7882527544,0.7892127064,0.7898650359999999,0.7903968215
6,7,0.8479912127,0.876906318395,0.876906318395,0.876906318395,0.876906318395,0.60379444,0.7603024981,0.7985810562,0.8154349191,0.8305926226,0.8378351796,0.8423719759,0.8449409499000001,0.8463436678,0.8470884133,0.8475167415,0.8477757471,0.8479315281,0.8479635571,0.8479912127
7,7,0.8450950884999999,0.876906318395,0.876906318395,0.876906318395,0.876906318395,0.7724788934,0.8018703805999999,0.811257901,0.8159910365,0.8235493835,0.8288146844000001,0.8328896213,0.8359935798,0.837829365,0.8397458579,0.8409357264,0.8423206299,0.8435081073999999,0.8443607327,0.8450950884999999
8,7,0.7894114864,0.876906318395,0.876906318395,0.876906318395,0.876906318395,0.6916617488,0.7175875332,0.7378516688,0.7454558271999999,0.7546340001,0.764982662,0.7690329078,0.7745011399,0.779042296,0.7815897583,0.7840612317,0.7851851706,0.7875244195000001,0.7885441181,0.7894114864
9,7,0.8780135597,0.876906318395,0.876906318395,0.876906318395,0.876906318395,0.7387224735,0.8116475297,0.8396104236,0.8528646164,0.8646328052,0.8707166043,0.873973381,0.8756702445,0.8767777712,0.8773873607,0.877737027,0.8779122379000001,0.8779631073,0.877995607,0.8780135597
